goos: linux
goarch: amd64
pkg: github.com/fredbi/core/json/benchmarks/lexers
cpu: AMD Ryzen 7 5800X 8-Core Processor             
BenchmarkLexers/ints/default-lexer/bytes-16         	    2101	    492656 ns/op	 532.12 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/bytes-16                    	    2637	    450338 ns/op	 582.13 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/bytes-16                    	    2689	    453355 ns/op	 578.25 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/bytes-16                    	    2284	    445357 ns/op	 588.64 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/bytes-16                    	    2738	    451875 ns/op	 580.15 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/bytes-16                    	    2796	    464019 ns/op	 564.96 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/bytes-16                    	    2665	    447409 ns/op	 585.94 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/bytes-16                    	    2694	    450069 ns/op	 582.48 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/bytes-16                    	    2702	    445805 ns/op	 588.05 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/bytes-16                    	    2746	    445959 ns/op	 587.84 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/bytes-16                    	    2708	    441992 ns/op	 593.12 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/tokens-16                   	    2721	    396261 ns/op	 661.57 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/tokens-16                   	    2976	    401597 ns/op	 652.78 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/tokens-16                   	    3048	    392367 ns/op	 668.14 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/tokens-16                   	    2613	    392009 ns/op	 668.75 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/tokens-16                   	    3003	    397490 ns/op	 659.52 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/tokens-16                   	    3092	    393389 ns/op	 666.40 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/tokens-16                   	    3049	    391917 ns/op	 668.90 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/tokens-16                   	    3014	    387776 ns/op	 676.04 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/tokens-16                   	    3092	    392350 ns/op	 668.16 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/tokens-16                   	    2968	    389940 ns/op	 672.29 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/object_keys/default-lexer/reset-16                    	    2655	    442021 ns/op	 593.08 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/reset-16                    	    2739	    445575 ns/op	 588.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/reset-16                    	    2733	    456396 ns/op	 574.40 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/reset-16                    	    2407	    445604 ns/op	 588.31 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/reset-16                    	    2382	    446029 ns/op	 587.75 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/reset-16                    	    2744	    456196 ns/op	 574.65 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/reset-16                    	    2696	    450462 ns/op	 581.97 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/reset-16                    	    2689	    449356 ns/op	 583.40 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/reset-16                    	    2470	    446864 ns/op	 586.65 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/reset-16                    	    2709	    445536 ns/op	 588.40 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/verbatim-reset-16           	     580	   1907509 ns/op	 137.43 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/verbatim-reset-16           	     582	   1923340 ns/op	 136.30 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/verbatim-reset-16           	     577	   1914712 ns/op	 136.92 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/verbatim-reset-16           	     627	   1955084 ns/op	 134.09 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/verbatim-reset-16           	     577	   1986379 ns/op	 131.98 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/verbatim-reset-16           	     582	   1924973 ns/op	 136.19 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/verbatim-reset-16           	     622	   1955072 ns/op	 134.09 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/verbatim-reset-16           	     590	   1940560 ns/op	 135.09 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/verbatim-reset-16           	     613	   1989377 ns/op	 131.78 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/default-lexer/verbatim-reset-16           	     610	   1953875 ns/op	 134.17 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/object_keys/jsontext/bytes-16                         	     472	   2808477 ns/op	  93.34 MB/s	 2108529 B/op	   12010 allocs/op
BenchmarkLexers/object_keys/jsontext/bytes-16                         	     426	   2754533 ns/op	  95.17 MB/s	 2108530 B/op	   12010 allocs/op
BenchmarkLexers/object_keys/jsontext/bytes-16                         	     441	   2731968 ns/op	  95.96 MB/s	 2108541 B/op	   12010 allocs/op
BenchmarkLexers/object_keys/jsontext/bytes-16                         	     451	   2424646 ns/op	 108.12 MB/s	 2108530 B/op	   12010 allocs/op
BenchmarkLexers/object_keys/jsontext/bytes-16                         	     421	   2803621 ns/op	  93.51 MB/s	 2108529 B/op	   12010 allocs/op
BenchmarkLexers/object_keys/jsontext/bytes-16                         	     445	   2701185 ns/op	  97.05 MB/s	 2108542 B/op	   12010 allocs/op
BenchmarkLexers/object_keys/jsontext/bytes-16                         	     453	   2590918 ns/op	 101.18 MB/s	 2108529 B/op	   12010 allocs/op
BenchmarkLexers/object_keys/jsontext/bytes-16                         	     414	   2760876 ns/op	  94.95 MB/s	 2108529 B/op	   12010 allocs/op
BenchmarkLexers/object_keys/jsontext/bytes-16                         	     418	   2674397 ns/op	  98.02 MB/s	 2108530 B/op	   12010 allocs/op
BenchmarkLexers/object_keys/jsontext/bytes-16                         	     434	   2440850 ns/op	 107.40 MB/s	 2108529 B/op	   12010 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/bytes-16                  	     399	   2903385 ns/op	  90.29 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/bytes-16                  	     422	   2855116 ns/op	  91.82 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/bytes-16                  	     409	   2872725 ns/op	  91.25 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/bytes-16                  	     398	   2874194 ns/op	  91.21 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/bytes-16                  	     405	   2835668 ns/op	  92.45 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/bytes-16                  	     400	   2894354 ns/op	  90.57 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/bytes-16                  	     403	   2903652 ns/op	  90.28 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/bytes-16                  	     416	   2885378 ns/op	  90.85 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/bytes-16                  	     409	   2924286 ns/op	  89.64 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/bytes-16                  	     402	   2891182 ns/op	  90.67 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/tokens-16                 	     613	   1917612 ns/op	 136.70 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/tokens-16                 	     603	   1892986 ns/op	 138.48 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/tokens-16                 	     649	   1919108 ns/op	 136.60 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/tokens-16                 	     612	   1944143 ns/op	 134.84 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/tokens-16                 	     661	   1861820 ns/op	 140.80 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/tokens-16                 	     663	   1879025 ns/op	 139.51 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/tokens-16                 	     614	   1871842 ns/op	 140.05 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/tokens-16                 	     650	   1934562 ns/op	 135.51 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/tokens-16                 	     595	   1851506 ns/op	 141.58 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/tokens-16                 	     613	   1910377 ns/op	 137.22 MB/s	   60344 B/op	      15 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/reset-16                  	     406	   2825830 ns/op	  92.77 MB/s	     147 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/reset-16                  	     424	   2810774 ns/op	  93.26 MB/s	     141 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/reset-16                  	     435	   2810650 ns/op	  93.27 MB/s	     137 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/reset-16                  	     404	   2832094 ns/op	  92.56 MB/s	     148 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/reset-16                  	     428	   2811683 ns/op	  93.23 MB/s	     140 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/reset-16                  	     410	   2794209 ns/op	  93.82 MB/s	     146 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/reset-16                  	     410	   2794228 ns/op	  93.82 MB/s	     146 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/reset-16                  	     428	   2798281 ns/op	  93.68 MB/s	     140 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/reset-16                  	     424	   2803495 ns/op	  93.51 MB/s	     141 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/reset-16                  	     417	   2836061 ns/op	  92.43 MB/s	     143 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/verbatim-reset-16         	     112	  10333509 ns/op	  25.37 MB/s	     535 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/verbatim-reset-16         	     100	  10312917 ns/op	  25.42 MB/s	     600 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/verbatim-reset-16         	     100	  10252278 ns/op	  25.57 MB/s	     600 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/verbatim-reset-16         	     100	  10268904 ns/op	  25.53 MB/s	     600 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/verbatim-reset-16         	     100	  10328223 ns/op	  25.38 MB/s	     600 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/verbatim-reset-16         	     100	  10484568 ns/op	  25.00 MB/s	     600 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/verbatim-reset-16         	     115	  10390419 ns/op	  25.23 MB/s	     521 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/verbatim-reset-16         	     116	  10325724 ns/op	  25.39 MB/s	     517 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/verbatim-reset-16         	     112	  10474607 ns/op	  25.03 MB/s	     535 B/op	       0 allocs/op
BenchmarkLexers/nested_arrays/default-lexer/verbatim-reset-16         	     114	  10435324 ns/op	  25.12 MB/s	     526 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/bytes-16                 	     632	   1808395 ns/op	 144.96 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/bytes-16                 	     687	   1785151 ns/op	 146.85 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/bytes-16                 	     639	   1770005 ns/op	 148.10 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/bytes-16                 	     648	   1752434 ns/op	 149.59 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/bytes-16                 	     686	   1784568 ns/op	 146.89 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/bytes-16                 	     690	   1778184 ns/op	 147.42 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/bytes-16                 	     654	   1749937 ns/op	 149.80 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/bytes-16                 	     691	   1801409 ns/op	 145.52 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/bytes-16                 	     685	   1775795 ns/op	 147.62 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/bytes-16                 	     639	   1742290 ns/op	 150.46 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/tokens-16                	     820	   1335881 ns/op	 196.23 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/tokens-16                	     837	   1343361 ns/op	 195.14 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/tokens-16                	     909	   1316230 ns/op	 199.16 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/tokens-16                	     919	   1329529 ns/op	 197.17 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/tokens-16                	     898	   1360252 ns/op	 192.72 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/tokens-16                	     930	   1312452 ns/op	 199.73 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/tokens-16                	     934	   1355601 ns/op	 193.38 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/tokens-16                	     814	   1316956 ns/op	 199.05 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/tokens-16                	     919	   1330049 ns/op	 197.09 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/tokens-16                	     822	   1317425 ns/op	 198.98 MB/s	   15288 B/op	      12 allocs/op
BenchmarkLexers/nested_objects/default-lexer/reset-16                 	     681	   1773631 ns/op	 147.80 MB/s	      21 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/reset-16                 	     690	   1753740 ns/op	 149.48 MB/s	      21 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/reset-16                 	     642	   1783034 ns/op	 147.02 MB/s	      23 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/reset-16                 	     656	   1788303 ns/op	 146.59 MB/s	      22 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/reset-16                 	     639	   1751231 ns/op	 149.69 MB/s	      23 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/reset-16                 	     693	   1763092 ns/op	 148.68 MB/s	      21 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/reset-16                 	     639	   1762227 ns/op	 148.76 MB/s	      23 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/reset-16                 	     688	   1777125 ns/op	 147.51 MB/s	      21 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/reset-16                 	     634	   1783204 ns/op	 147.01 MB/s	      23 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/reset-16                 	     688	   1771102 ns/op	 148.01 MB/s	      21 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/verbatim-reset-16        	     170	   7025186 ns/op	  37.31 MB/s	      88 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/verbatim-reset-16        	     170	   6984831 ns/op	  37.53 MB/s	      88 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/verbatim-reset-16        	     164	   6936409 ns/op	  37.79 MB/s	      91 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/verbatim-reset-16        	     172	   7027176 ns/op	  37.30 MB/s	      86 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/verbatim-reset-16        	     174	   6997212 ns/op	  37.46 MB/s	      85 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/verbatim-reset-16        	     169	   6930063 ns/op	  37.83 MB/s	      88 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/verbatim-reset-16        	     169	   6897079 ns/op	  38.01 MB/s	      88 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/verbatim-reset-16        	     168	   7140178 ns/op	  36.71 MB/s	      89 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/verbatim-reset-16        	     169	   6980478 ns/op	  37.55 MB/s	      88 B/op	       0 allocs/op
BenchmarkLexers/nested_objects/default-lexer/verbatim-reset-16        	     174	   7119346 ns/op	  36.82 MB/s	      85 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/bytes-16               	    2192	    555399 ns/op	 472.01 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/bytes-16               	    2148	    556111 ns/op	 471.40 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/bytes-16               	    2203	    550200 ns/op	 476.47 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/bytes-16               	    2168	    545036 ns/op	 480.98 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/bytes-16               	    2220	    555928 ns/op	 471.56 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/bytes-16               	    2208	    563979 ns/op	 464.83 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/bytes-16               	    1825	    547960 ns/op	 478.41 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/bytes-16               	    2134	    551665 ns/op	 475.20 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/bytes-16               	    2125	    558463 ns/op	 469.42 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/bytes-16               	    1999	    547319 ns/op	 478.97 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/tokens-16              	    3025	    388620 ns/op	 674.57 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/tokens-16              	    2990	    407644 ns/op	 643.09 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/tokens-16              	    2624	    404010 ns/op	 648.87 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/tokens-16              	    2998	    395228 ns/op	 663.29 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/tokens-16              	    2932	    393316 ns/op	 666.52 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/tokens-16              	    2724	    393150 ns/op	 666.80 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/tokens-16              	    2874	    393471 ns/op	 666.26 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/tokens-16              	    3058	    392698 ns/op	 667.57 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/tokens-16              	    2955	    392965 ns/op	 667.11 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/tokens-16              	    3063	    397600 ns/op	 659.34 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/reset-16               	    1964	    558524 ns/op	 469.37 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/reset-16               	    2120	    551747 ns/op	 475.13 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/reset-16               	    2178	    566828 ns/op	 462.49 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/reset-16               	    2227	    554573 ns/op	 472.71 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/reset-16               	    2202	    550070 ns/op	 476.58 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/reset-16               	    2054	    556314 ns/op	 471.23 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/reset-16               	    1899	    593056 ns/op	 442.04 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/reset-16               	    2161	    555534 ns/op	 471.89 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/reset-16               	    2172	    567123 ns/op	 462.25 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/reset-16               	    1964	    558614 ns/op	 469.29 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/verbatim-reset-16      	     513	   2049740 ns/op	 127.90 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/verbatim-reset-16      	     544	   2070088 ns/op	 126.64 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/verbatim-reset-16      	     585	   2073993 ns/op	 126.40 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/verbatim-reset-16      	     585	   2041038 ns/op	 128.44 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/verbatim-reset-16      	     586	   2071745 ns/op	 126.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/verbatim-reset-16      	     536	   2110944 ns/op	 124.19 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/verbatim-reset-16      	     588	   2047265 ns/op	 128.05 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/verbatim-reset-16      	     547	   2092973 ns/op	 125.25 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/verbatim-reset-16      	     584	   2078930 ns/op	 126.10 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/default-lexer/verbatim-reset-16      	     585	   2049770 ns/op	 127.89 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/whitespace_heavy/jsontext/bytes-16                    	    4130	    290450 ns/op	 902.57 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/whitespace_heavy/jsontext/bytes-16                    	    4136	    288504 ns/op	 908.66 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/whitespace_heavy/jsontext/bytes-16                    	    4130	    285435 ns/op	 918.43 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/whitespace_heavy/jsontext/bytes-16                    	    4186	    285514 ns/op	 918.18 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/whitespace_heavy/jsontext/bytes-16                    	    4081	    295507 ns/op	 887.13 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/whitespace_heavy/jsontext/bytes-16                    	    4148	    292986 ns/op	 894.76 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/whitespace_heavy/jsontext/bytes-16                    	    4137	    288503 ns/op	 908.66 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/whitespace_heavy/jsontext/bytes-16                    	    4088	    290635 ns/op	 902.00 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/whitespace_heavy/jsontext/bytes-16                    	    4192	    293049 ns/op	 894.57 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/whitespace_heavy/jsontext/bytes-16                    	    4100	    294536 ns/op	 890.05 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/mixed/default-lexer/bytes-16                          	    1218	    949413 ns/op	 276.14 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/bytes-16                          	    1132	    933453 ns/op	 280.86 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/bytes-16                          	    1188	    944098 ns/op	 277.70 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/bytes-16                          	    1279	    932975 ns/op	 281.01 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/bytes-16                          	    1131	    929856 ns/op	 281.95 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/bytes-16                          	    1213	    941110 ns/op	 278.58 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/bytes-16                          	    1281	    930934 ns/op	 281.62 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/bytes-16                          	    1134	    954227 ns/op	 274.75 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/bytes-16                          	    1135	    946694 ns/op	 276.93 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/bytes-16                          	    1128	    925321 ns/op	 283.33 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/tokens-16                         	    1524	    758974 ns/op	 345.43 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/tokens-16                         	    1616	    748559 ns/op	 350.24 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/tokens-16                         	    1376	    733311 ns/op	 357.52 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/tokens-16                         	    1386	    747290 ns/op	 350.83 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/tokens-16                         	    1626	    760919 ns/op	 344.55 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/tokens-16                         	    1630	    748534 ns/op	 350.25 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/tokens-16                         	    1594	    733386 ns/op	 357.48 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/mixed/default-lexer/tokens-16                         	    1641	    750287 ns/op	 349.43 MB/s	     328 B/op	       2 allocs/op
