goos: linux
goarch: amd64
pkg: github.com/fredbi/core/json/benchmarks/lexers
cpu: AMD Ryzen 7 5800X 8-Core Processor             
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4417	    283447 ns/op	 924.88 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    2572	    459003 ns/op	 571.51 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    2598	    467484 ns/op	 561.14 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    2623	    456135 ns/op	 575.10 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    2628	    467199 ns/op	 561.48 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    2650	    463120 ns/op	 566.43 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    2338	    466789 ns/op	 561.98 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson/bytes-16                	    7597	    160121 ns/op	1638.29 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson/bytes-16                	    6316	    169321 ns/op	1549.28 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson/bytes-16                	    7245	    163427 ns/op	1605.15 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson/bytes-16                	    7316	    160515 ns/op	1634.27 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson/bytes-16                	    6980	    158946 ns/op	1650.40 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson/bytes-16                	    6476	    155453 ns/op	1687.49 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson/bytes-16                	    7640	    163009 ns/op	1609.27 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson/bytes-16                	    7300	    154207 ns/op	1701.12 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson/bytes-16                	    7988	    159048 ns/op	1649.34 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson/bytes-16                	    7564	    162667 ns/op	1612.65 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson-f64/bytes-16            	    6128	    168092 ns/op	1560.60 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson-f64/bytes-16            	    9166	    147563 ns/op	1777.72 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson-f64/bytes-16            	    7328	    167481 ns/op	1566.30 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson-f64/bytes-16            	    7278	    168038 ns/op	1561.10 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson-f64/bytes-16            	    6892	    170875 ns/op	1535.18 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson-f64/bytes-16            	    6584	    165826 ns/op	1581.93 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson-f64/bytes-16            	    7533	    162261 ns/op	1616.68 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson-f64/bytes-16            	    7362	    163057 ns/op	1608.80 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson-f64/bytes-16            	    7794	    162806 ns/op	1611.27 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/easyjson-f64/bytes-16            	    6249	    161526 ns/op	1624.04 MB/s	  275584 B/op	    1231 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    8091	    146770 ns/op	1787.32 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    8072	    145500 ns/op	1802.92 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    8227	    147442 ns/op	1779.17 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    8064	    146281 ns/op	1793.30 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    8252	    147329 ns/op	1780.54 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    7988	    149472 ns/op	1755.01 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    8216	    151324 ns/op	1733.54 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    7982	    147674 ns/op	1776.38 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    8020	    148853 ns/op	1762.31 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    7993	    148601 ns/op	1765.30 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto/bytes-16              	    4026	    287017 ns/op	 913.97 MB/s	     504 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto/bytes-16              	    4069	    287521 ns/op	 912.37 MB/s	     504 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto/bytes-16              	    4230	    295355 ns/op	 888.17 MB/s	     504 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto/bytes-16              	    4116	    293486 ns/op	 893.82 MB/s	     504 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto/bytes-16              	    4036	    295793 ns/op	 886.85 MB/s	     504 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto/bytes-16              	    4149	    291248 ns/op	 900.69 MB/s	     504 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto/bytes-16              	    4132	    291030 ns/op	 901.37 MB/s	     504 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto/bytes-16              	    4016	    288354 ns/op	 909.73 MB/s	     504 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto/bytes-16              	    4099	    292471 ns/op	 896.93 MB/s	     504 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto/bytes-16              	    4146	    288861 ns/op	 908.14 MB/s	     504 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto-pull/bytes-16         	    3300	    363860 ns/op	 720.95 MB/s	     808 B/op	      14 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto-pull/bytes-16         	    3318	    368331 ns/op	 712.20 MB/s	     808 B/op	      14 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto-pull/bytes-16         	    3300	    362996 ns/op	 722.67 MB/s	     808 B/op	      14 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto-pull/bytes-16         	    3307	    366025 ns/op	 716.69 MB/s	     808 B/op	      14 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto-pull/bytes-16         	    3310	    357187 ns/op	 734.42 MB/s	     808 B/op	      14 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto-pull/bytes-16         	    2994	    361902 ns/op	 724.85 MB/s	     808 B/op	      14 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto-pull/bytes-16         	    3306	    364870 ns/op	 718.95 MB/s	     808 B/op	      14 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto-pull/bytes-16         	    3256	    360610 ns/op	 727.45 MB/s	     808 B/op	      14 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto-pull/bytes-16         	    3424	    358861 ns/op	 730.99 MB/s	     808 B/op	      14 allocs/op
BenchmarkLexers/strings_escaped_long/push-proto-pull/bytes-16         	    3360	    361975 ns/op	 724.70 MB/s	     808 B/op	      14 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3888	    297906 ns/op	 879.99 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3951	    301611 ns/op	 869.18 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3933	    299330 ns/op	 875.80 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    4014	    297363 ns/op	 881.59 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    4078	    297503 ns/op	 881.18 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    4081	    303497 ns/op	 863.78 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    4012	    301789 ns/op	 868.66 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3980	    300269 ns/op	 873.06 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3872	    300848 ns/op	 871.38 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    4033	    302836 ns/op	 865.66 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/pooled-16               	    4150	    301737 ns/op	 868.81 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/pooled-16               	    4160	    295052 ns/op	 888.50 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/pooled-16               	    4082	    297022 ns/op	 882.61 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/pooled-16               	    3351	    301234 ns/op	 870.26 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/pooled-16               	    3951	    297960 ns/op	 879.82 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/pooled-16               	    4005	    300515 ns/op	 872.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/pooled-16               	    3555	    303751 ns/op	 863.05 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/pooled-16               	    3930	    297404 ns/op	 881.47 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/pooled-16               	    4088	    308805 ns/op	 848.93 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/pooled-16               	    3678	    293736 ns/op	 892.48 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/lab/bytes-16                          	    3984	    298478 ns/op	 878.30 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/bytes-16                          	    4074	    296012 ns/op	 885.61 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/bytes-16                          	    3973	    297227 ns/op	 882.00 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/bytes-16                          	    3891	    297863 ns/op	 880.11 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/bytes-16                          	    3996	    302302 ns/op	 867.19 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/bytes-16                          	    4008	    298423 ns/op	 878.46 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/bytes-16                          	    3915	    296719 ns/op	 883.51 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/bytes-16                          	    3924	    293188 ns/op	 894.15 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/bytes-16                          	    3984	    304092 ns/op	 862.08 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/bytes-16                          	    3991	    300154 ns/op	 873.39 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/stdlib/bytes-16                       	     157	   8179336 ns/op	  32.05 MB/s	 2004346 B/op	   95334 allocs/op
BenchmarkLexers/strings_unicode/stdlib/bytes-16                       	     152	   8223147 ns/op	  31.88 MB/s	 2004347 B/op	   95334 allocs/op
BenchmarkLexers/strings_unicode/stdlib/bytes-16                       	     160	   7514299 ns/op	  34.89 MB/s	 2004346 B/op	   95334 allocs/op
BenchmarkLexers/strings_unicode/stdlib/bytes-16                       	     154	   7836826 ns/op	  33.45 MB/s	 2004347 B/op	   95334 allocs/op
BenchmarkLexers/strings_unicode/stdlib/bytes-16                       	     152	   8082313 ns/op	  32.44 MB/s	 2004347 B/op	   95334 allocs/op
BenchmarkLexers/strings_unicode/stdlib/bytes-16                       	     142	   7526946 ns/op	  34.83 MB/s	 2004344 B/op	   95334 allocs/op
BenchmarkLexers/strings_unicode/stdlib/bytes-16                       	     158	   8217117 ns/op	  31.90 MB/s	 2004345 B/op	   95334 allocs/op
BenchmarkLexers/strings_unicode/stdlib/bytes-16                       	     146	   8462652 ns/op	  30.98 MB/s	 2004345 B/op	   95334 allocs/op
BenchmarkLexers/strings_unicode/stdlib/bytes-16                       	     142	   8098999 ns/op	  32.37 MB/s	 2004346 B/op	   95334 allocs/op
BenchmarkLexers/strings_unicode/stdlib/bytes-16                       	     146	   8381623 ns/op	  31.28 MB/s	 2004345 B/op	   95334 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4536	    260953 ns/op	1004.60 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4412	    256533 ns/op	1021.91 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4778	    258058 ns/op	1015.87 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4822	    256015 ns/op	1023.97 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4705	    260347 ns/op	1006.94 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4650	    256701 ns/op	1021.24 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4675	    251448 ns/op	1042.57 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4670	    268126 ns/op	 977.72 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4150	    258235 ns/op	1015.17 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4446	    256877 ns/op	1020.54 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/tokens-16                         	    4437	    271797 ns/op	 964.52 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/tokens-16                         	    4389	    268322 ns/op	 977.01 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/tokens-16                         	    4485	    268904 ns/op	 974.89 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/tokens-16                         	    4838	    258509 ns/op	1014.10 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/tokens-16                         	    4783	    259413 ns/op	1010.56 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/tokens-16                         	    4665	    256698 ns/op	1021.25 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/tokens-16                         	    4346	    253358 ns/op	1034.71 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/tokens-16                         	    4519	    256478 ns/op	1022.13 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/tokens-16                         	    4748	    263536 ns/op	 994.75 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/tokens-16                         	    4521	    254230 ns/op	1031.16 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/lab/verbatim-tokens-16                	    1515	    766500 ns/op	 342.01 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/lab/verbatim-tokens-16                	    1293	    789709 ns/op	 331.96 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/lab/verbatim-tokens-16                	    1450	    766325 ns/op	 342.09 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/lab/verbatim-tokens-16                	    1299	    790370 ns/op	 331.68 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/lab/verbatim-tokens-16                	    1314	    772576 ns/op	 339.32 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/lab/verbatim-tokens-16                	    1302	    768855 ns/op	 340.97 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/lab/verbatim-tokens-16                	    1467	    770864 ns/op	 340.08 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/lab/verbatim-tokens-16                	    1320	    780887 ns/op	 335.71 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/lab/verbatim-tokens-16                	    1563	    793553 ns/op	 330.35 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/lab/verbatim-tokens-16                	    1308	    768269 ns/op	 341.23 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    4021	    297445 ns/op	 881.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    4131	    301271 ns/op	 870.16 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    4022	    301384 ns/op	 869.83 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    4036	    296877 ns/op	 883.04 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    4008	    302532 ns/op	 866.53 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    4008	    295487 ns/op	 887.19 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    4094	    302482 ns/op	 866.67 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    4015	    299389 ns/op	 875.63 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    4018	    299076 ns/op	 876.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    4064	    301624 ns/op	 869.14 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-16             	    1168	   1049439 ns/op	 249.80 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-16             	    1016	   1028172 ns/op	 254.97 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-16             	     999	   1042931 ns/op	 251.36 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-16             	    1135	   1030642 ns/op	 254.36 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-16             	    1149	   1042244 ns/op	 251.53 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-16             	    1018	   1039328 ns/op	 252.23 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-16             	    1003	   1049977 ns/op	 249.68 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-16             	    1182	   1044658 ns/op	 250.95 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-16             	    1021	   1031886 ns/op	 254.05 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-16             	    1170	   1043827 ns/op	 251.15 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1024	   1025875 ns/op	 255.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1012	   1028970 ns/op	 254.77 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1036	   1026113 ns/op	 255.48 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1201	   1012409 ns/op	 258.94 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1021	   1013263 ns/op	 258.72 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1029	   1016863 ns/op	 257.81 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1017	   1023735 ns/op	 256.08 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1022	   1028506 ns/op	 254.89 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1188	   1015402 ns/op	 258.18 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1039	   1001815 ns/op	 261.68 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/easyjson/bytes-16                     	    2090	    731462 ns/op	 358.40 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson/bytes-16                     	    2204	    740548 ns/op	 354.00 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson/bytes-16                     	    1681	    685826 ns/op	 382.24 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson/bytes-16                     	    1795	    727321 ns/op	 360.44 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson/bytes-16                     	    1424	    733229 ns/op	 357.53 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson/bytes-16                     	    1578	    755685 ns/op	 346.91 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson/bytes-16                     	    1827	    630269 ns/op	 415.94 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson/bytes-16                     	    2322	    608583 ns/op	 430.76 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson/bytes-16                     	    1650	    648012 ns/op	 404.55 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson/bytes-16                     	    1574	    687943 ns/op	 381.07 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson-f64/bytes-16                 	    2164	    649876 ns/op	 403.39 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson-f64/bytes-16                 	    1722	    659822 ns/op	 397.31 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson-f64/bytes-16                 	    1778	    669924 ns/op	 391.32 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson-f64/bytes-16                 	    1830	    603168 ns/op	 434.63 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson-f64/bytes-16                 	    1476	    698376 ns/op	 375.37 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson-f64/bytes-16                 	    1472	    738353 ns/op	 355.05 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson-f64/bytes-16                 	    1747	    748473 ns/op	 350.25 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson-f64/bytes-16                 	    1682	    743340 ns/op	 352.67 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson-f64/bytes-16                 	    1442	    753574 ns/op	 347.88 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/easyjson-f64/bytes-16                 	    1501	    768483 ns/op	 341.13 MB/s	  285984 B/op	   11916 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2812	    411562 ns/op	 636.97 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2934	    406812 ns/op	 644.41 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2902	    405493 ns/op	 646.50 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2942	    414831 ns/op	 631.95 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2907	    405836 ns/op	 645.96 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2854	    413787 ns/op	 633.55 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2911	    410068 ns/op	 639.29 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2502	    405769 ns/op	 646.06 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2883	    409789 ns/op	 639.73 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2966	    410474 ns/op	 638.66 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/push-proto/bytes-16                   	    4723	    258774 ns/op	1013.06 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/push-proto/bytes-16                   	    4778	    254743 ns/op	1029.09 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/push-proto/bytes-16                   	    4735	    253918 ns/op	1032.43 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/push-proto/bytes-16                   	    4713	    252741 ns/op	1037.24 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/push-proto/bytes-16                   	    4677	    250669 ns/op	1045.81 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/push-proto/bytes-16                   	    4731	    254416 ns/op	1030.41 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/push-proto/bytes-16                   	    4688	    254317 ns/op	1030.81 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/push-proto/bytes-16                   	    4780	    255063 ns/op	1027.80 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/push-proto/bytes-16                   	    4779	    254054 ns/op	1031.88 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/push-proto/bytes-16                   	    4786	    250799 ns/op	1045.27 MB/s	       0 B/op	       0 allocs/op
