# Micro-benchmark baseline — go1.26.4, Ryzen 7 5800X, count=10
# reference (master 1ac8025 default-lexer) vs lab, bytes/tokens/reset
# captured 2026-06-27T11:42:48Z

goos: linux
goarch: amd64
pkg: github.com/fredbi/core/json/benchmarks/lexers
cpu: AMD Ryzen 7 5800X 8-Core Processor             
BenchmarkMicro/ints_pos/reference/bytes-16         	    2092	    533187 ns/op	 491.67 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/bytes-16              	    4068	    297550 ns/op	 881.04 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/bytes-16              	    3984	    292462 ns/op	 896.36 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/bytes-16              	    3952	    292229 ns/op	 897.08 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/bytes-16              	    3973	    298208 ns/op	 879.09 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/bytes-16              	    4078	    296877 ns/op	 883.04 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/bytes-16              	    3930	    297773 ns/op	 880.38 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/bytes-16              	    4002	    304826 ns/op	 860.01 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/bytes-16                    	    3991	    298779 ns/op	 877.41 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/bytes-16                    	    3631	    299697 ns/op	 874.73 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/bytes-16                    	    4034	    297377 ns/op	 881.55 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/bytes-16                    	    4008	    299772 ns/op	 874.51 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/bytes-16                    	    4082	    300393 ns/op	 872.70 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/bytes-16                    	    4153	    299334 ns/op	 875.79 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/bytes-16                    	    3598	    299050 ns/op	 876.62 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/bytes-16                    	    4023	    298384 ns/op	 878.58 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/bytes-16                    	    4053	    295671 ns/op	 886.64 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/bytes-16                    	    4099	    293929 ns/op	 891.89 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/tokens-16             	    4795	    268025 ns/op	 978.09 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/tokens-16             	    4525	    260585 ns/op	1006.02 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/tokens-16             	    4824	    266112 ns/op	 985.12 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/tokens-16             	    4382	    258884 ns/op	1012.63 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/tokens-16             	    4405	    268333 ns/op	 976.97 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/tokens-16             	    4789	    268759 ns/op	 975.42 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/tokens-16             	    4528	    269309 ns/op	 973.43 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/tokens-16             	    4372	    273390 ns/op	 958.90 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/tokens-16             	    4549	    270983 ns/op	 967.42 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/tokens-16             	    3771	    269895 ns/op	 971.31 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/tokens-16                   	    4462	    277760 ns/op	 943.81 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/tokens-16                   	    4401	    268740 ns/op	 975.49 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/tokens-16                   	    4524	    269825 ns/op	 971.57 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/tokens-16                   	    4466	    265718 ns/op	 986.58 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/tokens-16                   	    4422	    272632 ns/op	 961.56 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/tokens-16                   	    4453	    270103 ns/op	 970.57 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/tokens-16                   	    4414	    272056 ns/op	 963.60 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/tokens-16                   	    4626	    270002 ns/op	 970.93 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/tokens-16                   	    4458	    271435 ns/op	 965.80 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/lab/tokens-16                   	    4832	    270318 ns/op	 969.80 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/reset-16              	    4033	    301041 ns/op	 870.82 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/reference/reset-16              	    3975	    295848 ns/op	 886.11 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/reference/reset-16              	    4039	    303697 ns/op	 863.21 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/reference/reset-16              	    4008	    295793 ns/op	 886.27 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/reference/reset-16              	    4033	    299203 ns/op	 876.17 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/reference/reset-16              	    4087	    292703 ns/op	 895.63 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/reference/reset-16              	    4088	    295153 ns/op	 888.19 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/reference/reset-16              	    4089	    296649 ns/op	 883.71 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/reference/reset-16              	    3993	    302335 ns/op	 867.10 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/reference/reset-16              	    4161	    297243 ns/op	 881.95 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/lab/reset-16                    	    4078	    298736 ns/op	 877.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/lab/reset-16                    	    4017	    292511 ns/op	 896.22 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/lab/reset-16                    	    4022	    302317 ns/op	 867.15 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/lab/reset-16                    	    4044	    297928 ns/op	 879.92 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/lab/reset-16                    	    4018	    296914 ns/op	 882.93 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/lab/reset-16                    	    3978	    298422 ns/op	 878.47 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/lab/reset-16                    	    3690	    298662 ns/op	 877.76 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/lab/reset-16                    	    4010	    297046 ns/op	 882.53 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/lab/reset-16                    	    3994	    301405 ns/op	 869.77 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/lab/reset-16                    	    4022	    296059 ns/op	 885.48 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/reference/bytes-16             	    3973	    303964 ns/op	 862.46 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/bytes-16             	    3973	    309380 ns/op	 847.36 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/bytes-16             	    3540	    300146 ns/op	 873.43 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/bytes-16             	    4056	    308109 ns/op	 850.85 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/bytes-16             	    3993	    307640 ns/op	 852.15 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/bytes-16             	    3992	    300045 ns/op	 873.72 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/bytes-16             	    3936	    299590 ns/op	 875.05 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/bytes-16             	    3962	    302102 ns/op	 867.77 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/bytes-16             	    3906	    308887 ns/op	 848.71 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/bytes-16             	    4000	    300616 ns/op	 872.06 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/bytes-16                   	    3904	    316241 ns/op	 828.98 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/bytes-16                   	    3619	    297846 ns/op	 880.17 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/bytes-16                   	    4057	    298358 ns/op	 878.66 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/bytes-16                   	    3955	    306982 ns/op	 853.98 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/bytes-16                   	    3918	    307785 ns/op	 851.75 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/bytes-16                   	    4087	    300394 ns/op	 872.71 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/bytes-16                   	    3872	    308089 ns/op	 850.91 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/bytes-16                   	    3976	    303426 ns/op	 863.99 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/bytes-16                   	    4000	    308138 ns/op	 850.78 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/bytes-16                   	    3966	    303550 ns/op	 863.63 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/tokens-16            	    4803	    269618 ns/op	 972.32 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/tokens-16            	    4777	    263349 ns/op	 995.47 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/tokens-16            	    4711	    269280 ns/op	 973.55 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/tokens-16            	    4812	    271705 ns/op	 964.86 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/tokens-16            	    4389	    276529 ns/op	 948.02 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/tokens-16            	    4302	    268730 ns/op	 975.54 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/tokens-16            	    4396	    268434 ns/op	 976.61 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/tokens-16            	    4400	    275201 ns/op	 952.60 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/tokens-16            	    4034	    260532 ns/op	1006.23 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/tokens-16            	    3986	    275910 ns/op	 950.15 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/tokens-16                  	    4424	    276192 ns/op	 949.18 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/tokens-16                  	    4561	    272614 ns/op	 961.64 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/tokens-16                  	    4542	    272666 ns/op	 961.45 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/tokens-16                  	    4334	    269851 ns/op	 971.48 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/tokens-16                  	    4339	    276659 ns/op	 947.58 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/tokens-16                  	    4470	    274132 ns/op	 956.31 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/tokens-16                  	    4684	    271286 ns/op	 966.34 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/tokens-16                  	    4416	    271944 ns/op	 964.01 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/tokens-16                  	    4719	    273206 ns/op	 959.56 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/lab/tokens-16                  	    4429	    271753 ns/op	 964.69 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_uescaped/reference/reset-16             	    3890	    295473 ns/op	 887.24 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/reference/reset-16             	    3934	    302924 ns/op	 865.42 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/reference/reset-16             	    4039	    298810 ns/op	 877.33 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/reference/reset-16             	    4039	    303701 ns/op	 863.20 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/reference/reset-16             	    3975	    300280 ns/op	 873.04 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/reference/reset-16             	    4096	    301280 ns/op	 870.14 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/reference/reset-16             	    3933	    297599 ns/op	 880.90 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/reference/reset-16             	    4033	    299194 ns/op	 876.21 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/reference/reset-16             	    3938	    304463 ns/op	 861.04 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/reference/reset-16             	    3928	    303904 ns/op	 862.63 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/lab/reset-16                   	    3955	    304575 ns/op	 860.73 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/lab/reset-16                   	    3973	    304505 ns/op	 860.93 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/lab/reset-16                   	    4087	    300046 ns/op	 873.72 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/lab/reset-16                   	    4018	    297016 ns/op	 882.63 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/lab/reset-16                   	    3934	    301530 ns/op	 869.42 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/lab/reset-16                   	    3999	    299932 ns/op	 874.05 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/lab/reset-16                   	    4117	    299414 ns/op	 875.56 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/lab/reset-16                   	    3966	    297593 ns/op	 880.92 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/lab/reset-16                   	    3945	    300232 ns/op	 873.18 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_uescaped/lab/reset-16                   	    3523	    304330 ns/op	 861.42 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/reference/bytes-16                        	     878	   1229798 ns/op	 213.16 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/bytes-16                        	     867	   1242594 ns/op	 210.97 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/bytes-16                        	     961	   1245205 ns/op	 210.52 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/bytes-16                        	     975	   1253349 ns/op	 209.16 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/bytes-16                        	     831	   1235888 ns/op	 212.11 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/bytes-16                        	     882	   1255923 ns/op	 208.73 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/bytes-16                        	     882	   1246894 ns/op	 210.24 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/bytes-16                        	     852	   1250078 ns/op	 209.70 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/bytes-16                        	     948	   1237169 ns/op	 211.89 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/bytes-16                        	     910	   1246820 ns/op	 210.25 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/bytes-16                              	     895	   1211689 ns/op	 216.35 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/bytes-16                              	     892	   1193024 ns/op	 219.73 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/bytes-16                              	     990	   1195500 ns/op	 219.28 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/bytes-16                              	     896	   1198021 ns/op	 218.82 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/bytes-16                              	     920	   1213975 ns/op	 215.94 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/bytes-16                              	     902	   1197399 ns/op	 218.93 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/bytes-16                              	     931	   1214762 ns/op	 215.80 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/bytes-16                              	     902	   1209065 ns/op	 216.82 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/bytes-16                              	     900	   1198838 ns/op	 218.67 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/bytes-16                              	     907	   1218646 ns/op	 215.11 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/tokens-16                       	    1066	    988628 ns/op	 265.16 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/tokens-16                       	    1226	    991035 ns/op	 264.52 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/tokens-16                       	    1185	   1002106 ns/op	 261.60 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/tokens-16                       	    1219	    997491 ns/op	 262.81 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/tokens-16                       	    1228	   1001681 ns/op	 261.71 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/tokens-16                       	    1074	   1010087 ns/op	 259.53 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/tokens-16                       	    1066	    995019 ns/op	 263.46 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/tokens-16                       	    1052	   1006692 ns/op	 260.40 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/tokens-16                       	    1062	   1009378 ns/op	 259.71 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/tokens-16                       	    1134	    996348 ns/op	 263.11 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/tokens-16                             	    1068	    997709 ns/op	 262.75 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/tokens-16                             	    1197	    999598 ns/op	 262.25 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/tokens-16                             	    1068	   1000792 ns/op	 261.94 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/tokens-16                             	    1110	   1042095 ns/op	 251.56 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/tokens-16                             	    1172	   1031946 ns/op	 254.03 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/tokens-16                             	    1212	   1012806 ns/op	 258.83 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/tokens-16                             	    1072	    994851 ns/op	 263.50 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/tokens-16                             	    1072	   1000180 ns/op	 262.10 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/tokens-16                             	    1053	   1049698 ns/op	 249.73 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/lab/tokens-16                             	    1188	   1010755 ns/op	 259.36 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/nulls/reference/reset-16                        	     872	   1225925 ns/op	 213.84 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/reference/reset-16                        	     958	   1239585 ns/op	 211.48 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/reference/reset-16                        	     956	   1251311 ns/op	 209.50 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/reference/reset-16                        	     943	   1234631 ns/op	 212.33 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/reference/reset-16                        	     981	   1227600 ns/op	 213.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/reference/reset-16                        	     872	   1241924 ns/op	 211.08 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/reference/reset-16                        	     972	   1242116 ns/op	 211.05 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/reference/reset-16                        	     873	   1269987 ns/op	 206.42 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/reference/reset-16                        	     877	   1256179 ns/op	 208.69 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/reference/reset-16                        	     874	   1228623 ns/op	 213.37 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/lab/reset-16                              	     994	   1202540 ns/op	 217.99 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/lab/reset-16                              	     890	   1211050 ns/op	 216.46 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/lab/reset-16                              	     860	   1185947 ns/op	 221.04 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/lab/reset-16                              	     938	   1217488 ns/op	 215.32 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/lab/reset-16                              	     885	   1209042 ns/op	 216.82 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/lab/reset-16                              	     901	   1221152 ns/op	 214.67 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/lab/reset-16                              	    1016	   1199268 ns/op	 218.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/lab/reset-16                              	     891	   1196833 ns/op	 219.03 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/lab/reset-16                              	     892	   1214809 ns/op	 215.79 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/nulls/lab/reset-16                              	     900	   1203722 ns/op	 217.78 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/bools/reference/bytes-16                        	     940	   1142174 ns/op	 229.52 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/bytes-16                        	     945	   1127279 ns/op	 232.55 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/bytes-16                        	    1077	   1132884 ns/op	 231.40 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/bytes-16                        	    1042	   1153285 ns/op	 227.30 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/bytes-16                        	     978	   1117153 ns/op	 234.66 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/bytes-16                        	     946	   1133585 ns/op	 231.25 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/bytes-16                        	    1057	   1139192 ns/op	 230.12 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/bytes-16                        	     954	   1129194 ns/op	 232.15 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/bytes-16                        	     938	   1137643 ns/op	 230.43 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/bytes-16                        	     948	   1133725 ns/op	 231.23 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/bytes-16                              	     957	   1131369 ns/op	 231.71 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/bytes-16                              	     972	   1152130 ns/op	 227.53 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/bytes-16                              	     952	   1114438 ns/op	 235.23 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/bytes-16                              	     958	   1129775 ns/op	 232.03 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/bytes-16                              	    1029	   1118723 ns/op	 234.33 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/bytes-16                              	     978	   1130169 ns/op	 231.95 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/bytes-16                              	     960	   1118347 ns/op	 234.41 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/bytes-16                              	     960	   1138939 ns/op	 230.17 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/bytes-16                              	     952	   1130597 ns/op	 231.87 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/bytes-16                              	     960	   1172395 ns/op	 223.60 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/tokens-16                       	    1130	    958885 ns/op	 273.39 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/tokens-16                       	    1256	    956150 ns/op	 274.17 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/tokens-16                       	    1268	    949059 ns/op	 276.22 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/tokens-16                       	    1268	    938575 ns/op	 279.30 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/tokens-16                       	    1129	    946013 ns/op	 277.11 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/tokens-16                       	    1285	    929059 ns/op	 282.16 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/tokens-16                       	    1112	    956739 ns/op	 274.00 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/tokens-16                       	    1104	    931407 ns/op	 281.45 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/tokens-16                       	    1120	    947846 ns/op	 276.57 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/reference/tokens-16                       	    1126	    944948 ns/op	 277.42 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/tokens-16                             	    1159	    950043 ns/op	 275.93 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/tokens-16                             	    1087	    956778 ns/op	 273.99 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/bools/lab/tokens-16                             	    1273	    940038 ns/op	 278.87 MB/s	     328 B/op	       2 allocs/op
